ARESTTYPEID;ARESTTYPE
1549;Арестован ОТО НКВД станции Покровск, РУ ж.д.
1550;Арестована ДТО ГУГБ НКВД РУ ж.д.
1551;Арестован Самойловским РА ПП ОГПУ.
1552;Арестован ОО НКВД 193 - ей Стрелковой Дивизии.
1553;Арестован ОО НКВД 336 - ой Стрелковой Дивизии.
1554;Арестована Ней - Вальтерским РО УНКВД.
1555;Арестован Покровским РО УНКВД.
1556;Арестована Балашовским ОО ОГПУ.
1557;Арестован Заволжской опергруппой ПП ОГПУ по НВК.
1558;Арестован Дорожно - Транспортной ЧК при станции Покровск.
1559;Арестована ОКР 16 - ой Воздушной Армии.
1560;Арестован ОДТО ГУГБ станции Москва.
1561;Арестован Хвалынским РО УНКВД
1562;Арестован НКВД Казахской ССР.
1563;Арестован Линейным отделом ж.д. милиции станции Балашов.
1564;Арестован Вольским РО ПП ОГПУ.
1565;Арестован Аркадакаским РО УНКВД.
1566;Арестован ОПТО УГБ УНКВД станции Саратов - 2.
1567;Арестован Пугачевским ОО ГПУ.
1568;Арестован Хвалынского РА ОГПУ.
1569;Арестован Вольским ПП ОГПУ по НВК.
1570;Арестована Татищевским РО УНКВД.
1571;Арестован Заволжской ОГ ПП ОГПУ НВК.
1572;Арестован ОО КамЛага НКВД.
1573;Арестован Заволжским Оперсектором ПП ОГПУ НВК.
1574;Арестован УНКВД по Горьковской области.
1575;Арестован ОО НКВД 127 - ой Стрелковой Дивизии.
1576;Арестован ОМЗ УНКВД.
1577;Арестован ОКР "СМЕРШ" Балашовского гарнизона.
1578;Арестован Ершовским РО НКГБ.
1579;Арестован Самойловского РО НКВД.
1580;Арестован Новоузенским РА ОГПУ по НВК.
1581;Арестован ОО УГБ 39 - ой Стрелковой Дивизии.
1582;Арестован ОО НКВД при 103 - ей Стрелковой Дивизии.
1583;Арестован Терновским РО УНКВД.
1584;Арестована Политбюро Дергачевского уезда.
1585;Арестован Прокуратурой Аткарского района.
1586;Арестован Особым Совещанием НКВД 7 - ого мехкорпуса.
1587;Арестован ОО НКВД лагеря №170.
1588;Арестована УМГНБ по Саратовской области.
1589;Арестован ОКР "СМЕРШ" при ЦХП Красной Армии.
1590;Арестован ОТО НКВД станции Балашов.
1591;Арест. Военная Прокуратура ПРИВО
1592;Арест. Телегинским РО УНКВД Куйб.обл.
1593;Арест. Неверкинским РО УНКВД по Тамбовской области
1594;Арест. Неверкинским РА УНКВД по Куйб.обл.
1595;Арест. Лопатинским РО УНКВД по Саратовской области
1596;Арест. Наровчатским РА ПП ОГПУ СВК
1597;Арест. УНКВД по Пензенской области
1598;Арест. Каменским РА ПП ОГПУ СВК
1599;Арест. УНКВД по Пенз.обл.
1600;Арест. Телегинским РА ПП ОГПУ СВК
1601;Арест. Н.-Ломовским РА ПП ОГПУ СВК
1602;Арест. Колшлейским РО УНКВД по Саратовской области
1603;Арест. Кондольским УНКВД Тамб.обл.
1604;Арест. Мокшанским РА ПП ОГПУ СВК
1605;Арест. Неверкинским РО УНКВД по Куйбышевскому краю
1606;Арест. КеренскимРО ПП ОГПУ СВК
1607;Арест. Кузнецк. Горотдел УНКВД Тамб.обл.
1608;Арест. Бековским РО УНКВД Сарат.обл.
1609;Арест. Телегинским РО ПП ОГПУ СВК
1610;Арест. Б.Демьяновским Ро УНКВД по Тамбовской обл.
1611;Арест. Чембарским РА ПП ОГПУ СВК
