ARESTORGANID;ARESTORGAN
16402;Гурьевский окротдел УНКВД.
16403;Кзыл-Ординское НКВД.
16404;УО МГБ на Кар.ж.д.
16405;Северо-Казахстанский УНКВД.
16406;ГУГБ НКВД Алма-Атинской обл.
16407;Октябрьское РО НКГБ
16408;ДТО УНКВД ст.Акмолинск.
16409;3 отделение ТО НКГБ Кишиневской ж.д.
16410;ОО 20 артилл. дивизии.
16411;ОТО НКВД ст Джамбул.
16412;ТО МГБ по Караганд.обл.
16413;УНКГБ Ставропльского края.
16414;ОО Всероссийской ЧК при 5 армии.
16415;4 отдел МГБ КССР.
16416;ОО НКВД 4 Кавалерийского корпуса.
16417;Тарбагатайский РО УМГБ по ВКО.
16418;Аксускоей РО ОГПУ
16419;Прокурор Бурлинского района ЗКО.
16420;Чаяновский РО НКВД ЮКО.
16421;Качирское РО УНКВД по ВКО.
16422;Особый отдел НКВД 5 ОИБСН.
16423;Особый отдел ГУГБ АКВФ.
16424;Барнаульский оперсектор ОГПУ.
16425;2 отдел УГБ НКВД Каз.ССР.
16426;ОО МГБ Оренбургской жел.дороги.
16427;ЛО ж.д.РКЧ НКВД ст.Петропавловск.
16428;ОКР СМЕРШ 105 УР.
16429;Транспортный отдел УГБ УНКВД по ЮКО.
16430;Петропавловский окротдел ОГПУ по Кокшетаускому р-ну.
16431;Петропавловкий окротдел ОГПУ по Кокшетаускому району.
16432;ОО НКВД 40 стр.дивизии 25 Армии.
16433;Северо-Казахстанское обл.УКНВД.
16434;ОДТО ст.Кзыл-Орда.
16435;Бурлинский НКВД.
16436;УМГБ по Томской обл.
16437;НКВД ст.Туапсе
16438;Шортандинское РО МВД.
16439;ДТО ГУПТ НКВД.
16440;ОДТО ГУГБ НКВД ст К-Боровое.
16441;Шортандинское РО УНКВД по Акмолинской обл.
16442;ОГПУ ст.Чокпар Туркестанско-Сибирской Ж.Д.
16443;Бригадный командир Реввоенсовета.
16444;СПО ОГБ Южно-Казахстанское облУНКВД.
16445;Сырдарьинский отдел ОГПУ.
16446;Особый отдел НКВД лагеря N150.
16447;Гор.прокуратура СКО.
16448;Макинский РО УНКВД по СКО.
16449;ОО НКВД САВО при Карагандинском облвоенкомате.
16450;Карабалыкским РО УНКВД.
16451;ВКО УГБ УНКВД.
16452;ОУ ГУГБ НКВД по САВО.
16453;Самарским РО НКВД по ВКО.
16454;Лепсинский погранотряд НКВД Каз.ССР.
16455;СПО ОБЛУ НКВД в КАССР.
16456;4 отд.УГБ НКВД по Алма-Атинской обл.
16457;ОО УГБ НКВД 21 стр.дивизии.
16458;1 Управление отд.УГБ НКВД Крымской АССР.
16459;ДТО НКВД Карагандинской ж.д.
16460;Усть-Каменогорский Горотдел милиции УНКВД по ВКО.
16461;КГБ КССР 1 отд.
16462;НКВД ст.Аягуз.
16463;Упрапвление 50 погранотряда погранвойск ОГПУ.
16464;РКМ НКВД Алма-Аты.
16465;ОППК НКВД.
16466;Дорожно-транспортный отд. Омской ж-д.
16467;отд.дорожно-транспортного отдела НКВД Омской ж-д.
16468;ТО НКВД Каргандинской ж.д.
16469;Милиция Петропавловского уезда.
16470;3 отд НКВД.
16471;ООНКВД 11 Московс.Артдив.
16472;Рузаевский РО МГБ по Кокчетавской обл.
16473;Тарбагатайский РОМ НКВД.
16474;Калининское РО МГБ.
16475;Отдел СП УМВД Павлодарской обл.
16476;СемГуб ЧК.
16477;ДЖУВАЛИНСКИЙ РО УМГБ.
16478;Аксуатский РО УНКВД по ВКО.
16479;Талгарское РО НКВД.
16480;Терень-Узякский РО ПП ОГПУ.
16481;прокуратура Октябрьского р-на СКО.
16482;УНКВД Алматинской обл.
16483;УНКВД по Гурьевскому окр.
16484;Октябрьская райпрокуратура.
16485;Кастекский РО ОГПУ.
16486;Ленинский РО ППОГПУ.
16487;ОДТО НКВД ВКО.
16488;УГКБ по Акмолинской обл.
16489;Кокшетауское РОМ НКВД Северо-Казахстанской обл.
16490;ОблУНКВД А-Атинской обл.
16491;ПП ОГПУ вКССР.
16492;Прокуратура Акмолинского округа.
16493;Бескарагайский РО НКВД по ПО.
16494;Военый дознаватель в/ч 2198.
16495;МГБ по СКО.
16496;ОГПУ Семипалатинска
16497;ОДТО ст.Петропавловск.
16498;УНКВД Красногвардейского района г.Москвы.
16499;РО УНКВД по Семипалатинской обл.
16500;ОГТИ НКВД Каз.ССР.
16501;УНКГБ по Северо-Казахстанской обл.
16502;Особый отдел Дальневосточного фронта.
16503;Урлутюбский РО НКВД.
16504;Башкирское ОГПУ.
16505;УНКВД по КазССр.
16506;окр"Смерш"
16507;Отдел контрразведки МГБ в.ч 15790.
16508;УМГБ по Кокчетвской обл.
16509;Чубартавский райаппарат ОГПУ.
16510;ОО НКВД 15 Кавкорпуса.
16511;Кустанайская ГубЧК.
16512;Акмолиннская областная прокуратура.
16513;ОО 150 ОСБ.
16514;Отдел контрразведки Смерш Уральского военного округа.
16515;ОО Средне-Азиатское ВО.
16516;Больше-Нарымский РО НКВД.
16517;Шемонаихинский ПП ОГПУ.
16518;Следственный отдел УМГБ по Акмолинской обл.
16519;Отдел КР Смерш 50 гвардейской дивизии.
16520;Максимо-Горьковское РО УНКВД по ПО
16521;Уланским РО НКВД по ВКО.
16522;ОДТО НКВД ст. Джамбул
16523;ОТО НКГБ КССР.
16524;Шевченковское РО УНКВД.
16525;Калининский РО ОГПУ Каз.ССР по Алма-Атинской обл.
16526;КРО НКВД.
16527;ТО УКВД Карагандинской ж.д.
16528;УНКВД по Каскеленскому району.
16529;ОТО НКВД стж.Кзыл-Орда.
16530;5 отделение ОО ПП ОГПУ КССР.
16531;СПО УНКВД по Акмолинской обл.
16532;Новороссийский РО НКВД.
16533;Ирджарский РО ОГПУ.
16534;СД ОО ОГПУ.
16535;ОО НКВД 45 ОЖДБ э.
16536;Петропавлов. окротдел ОГПУ.
16537;Арыский ГО НКВД.
16538;Сталинский РО УНКВД по СКО.
16539;Коунрадский МГБ.
16540;Коллегия Семиреченского обл.ЧК.
16541;УМГБ Оренбургской жел.дороги.
16542;ТО УГБ НКВД ст.Новая Караганда.
16543;Сарыагаческий РО НКВД.
16544;Оренбургское ОДТ ГУГБ НКВД.
16545;ДТО ГУГБ Оренбургской ж.д.
16546;Тройка Семиреченской губернии.
16547;2 отд КССР.
16548;Узункольское РО УНКВД по Кустанайской обл.
16549;транспортный отдел НКВД Карагандинской ж-д.
16550;Прокуратура Курчумского района ВКО.
16551;Нуринская райпрокуратура.
16552;ОО НКВД 241 сд.
16553;КРО НКВД по Северо-Казахстанской обл.
16554;Белоовдский РО ОГПУ.
16555;ОПТОУГБ.
16556;ОО НКВД 26 УОС.
16557;Западно-Казахст.облуправление НКВД.
16558;ОО НКВД 176 Стрелковой Дивизии.
16559;СОППОГПУ по КССР.
16560;Родниковское РО УНКВД АО.
16561;ОО НКВД 16 дивизии.
16562;Жарминский РО УНКГБ.
16563;ОГУГБ НКВД.
16564;Атбасарсоке РО НКВД.
16565;50 Зайсанский ПО НКВД.
16566;Кегенский РО НКВД Каз ССР.
16567;РО УНКВД по Акмолинской обл.
16568;УГБ НКВД ст. К-Баровое.
16569;Щучинский межрайонный ОТО НКГБ.
16570;Урлютюбский РО НКВД по Восточно-Казахстанской обл.
16571;Кзыл-Ординский ОУ НКВД.
16572;пркуротура Сталинского района.
16573;ОО НКВД 9 бригада ЧФ.
16574;ТО ОГПУ КССР.
16575;ОКР "Смерш" 38 ГСВК.
16576;ст.Аягуз ДТО ОГПУ.
16577;СПО УГБ НКВД Каз.ССР.
16578;РО прокуратура.
16579;ОО НКВД ЗСП ЮЗФ.
16580;2 отделения УНКГБ по Павлодарской обл.
16581;ЖДО НКГБ ст. Джамбул.
16582;ОКР УЦСА 1456 САП.
16583;РО НКВД Каменского района.
16584;РО НКВД по Каменскому району.
16585;ОО НКВД 34 Армии.
16586;Петропавловский оперсектор ПП ОГПУ в КССР по Арыкбалыкскому райо.
16587;Краснодарский ГУ НКВД.
16588;Акмолинский обл. ВЧК.
16589;УНКВД КССР по Алма-Атинская обл.
16590;Саркандским РО ОГПУ
16591;Кокшетауский РО УНКВД.
16592;ДТООГПУ ст.Актюбинск.
16593;УГБ НКВД в мКазахстане.
16594;3 отдел НКВД 36 железнодорожной бригады.
16595;ТО УНКВД Карагандинской обл.
16596;2 отд.УНКВД по Алма-Атинской обл.
16597;Щучинский РО КО ОГПУ.
16598;УМГБ Семипалатинской обл.
16599;ГО ПП ОГПУ в КССР.
16600;Цурюпинский РО ОГПУ по АКО.
16601;Горрайотдел ОГПУ.
16602;Осакаровский РО НКВД по Карагандинской обл.
16603;Погранохрана НКВД Алма-Атинского округа.
16604;Энбекшиказахский РО УНКВД алма-Атинской обл.
16605;Петропавловский ЧК.
16606;ОДТО ГУГБ НКВД по Актюбинской обл.
16607;ОДТО ОГПУ ст. Отар
16608;Отд. ЖДМ НКВД ст.Матай.
16609;отдел контрразведки "Смерш" 23 ГСД.
16610;Саркандским ПП ОГПУ
16611;ОО Лагеря номер 40.
16612;УНКВД по Чкаловской обл.
16613;РО НКВД Южно-Казахстанского Управления.
16614;РО НКВД Келлеровск.
16615;Органы НКВД Казахский ССР.
16616;Акмолинское РО НКГБ.
16617;ОКР "Смерш" 217 СД.
16618;УНКВД по КО.
16619;ОГПУ по Караганд.обл.
16620;УОГПУ по Алма-Атинской обл.
16621;ТО НКГБ по Карагандинской ж.д.
16622;Алма-Атинский обл.отдел СПО НКВД.
16623;МГБ на Рязано-Уральской ж.д.
16624;3 отдел отд. "О" МГБ Каз.ССР.
16625;ОГПУ ст.Отар.
16626;ОО НКВД 14 СБ.
16627;Павлодарская облпрокуратура.
16628;УНКВД Кзыл-Орды.
16629;Цюрупинское РО УНКВД по ВКО.
16630;4 отд.УГБ УНКВД по Актюб.обл.
16631;ОО ДТО ОГПУ.
16632;Гурьевский окротдел ЕКВД.
16633;Люботинской УКГБ.
16634;ОП УГБ ст.Аягуз.
16635;ЭКО ОГБ НКВД.
16636;Ридерсское ГО НКВД.
16637;Отдел контрразведки Ф 1 стрелковой дивизии.
16638;Каратальское РО НКВД Алма-Атинской обл.
16639;Карагандинский облотдел ПП ОГПУ в Казаъстане.
16640;Карагандинская облотдел ПП ОГПУ в Казахстане.
16641;ДТО НКВД стж.Казалинск Оренбургской железной дороги.
16642;50 ПогО Зайсанский.
16643;Акмолинская прокуратура.
16644;Отдел ОГПУ ЮКО.
16645;Аксуская погранзастава
16646;Кызыл-Туйское РО НКВД.
16647;ОТО НКВД ст.Кушмурун.
16648;ОКР СМЕРШ 25 Г-СД.
16649;УНКВД по Алмаатинской обл.
16650;Киргизкая Краевая ЧК.
16651;Чилийское РО НКВД.
16652;Следотдел УКГБ по Алма-Атинской обл.
16653;РО Энбекшиказахского УНКВД КССР по Алма-Атинской обл.
16654;Каменский РО УНКВД.
16655;Кегенский РО УНКВД КССРР по Алма-Атинской обл.
16656;Тарановский РО УНКВД Кустанайской обл.
16657;Ак-Булакский райаппарат ОГПУ.
16658;председатель Янайкинского Совета.
16659;Булаевский РО НКВД Северо-Казахстанской обл.
16660;ГО НКВД в КАССР.
16661;Северо-Казахстанскре УНКВД.
16662;Арык-Балыкский РО ОГПУ,
16663;Тельманское РО НКВД по Карагандинской.
16664;Кировское отделение НКВД.
16665;СО УНКГБ СКО.
16666;ОО УИТЛК НКВД.
16667;Энбекшильдерский РО НКВД по Кокчетавской обл.
16668;ДТО ГУГБ НКВД ст.Кзыл-Орда Ташкентской ж.д.
16669;Джурунск.РО УНКВД.
16670;Курчумская районная прокуратура.
16671;Железинское РО УНКВД по Восточно-Казахстанской обл.
16672;СПО УНКВД по ЗКО.
16673;ОО НКВД 7 гвардейской кавдивизии.
16674;ОО Ухта-Печерский ИТЛ НКВД КССР.
16675;Лпергруппа Семокротдела ОГПУ.
16676;Оперчасть ИТК 27.
16677;Московский НКВД.
16678;ОДТО УНКВД Оренб.ЖД.
16679;ПП ОГПУ по Малоярославецскому району.
16680;НКВД ст.Эмба.
16681;Зыряновский ОО ОГПУ.
16682;Оперативный отдел 40 лагеря военнопленных.
16683;Максимо-горьковская районная прокуратура.
16684;Мещевский РО НКВД.
16685;Петропавловское ЧК.
16686;Отдел ОГПУ Турксибской ж.д.
16687;М-Горьковское РО НКВД
16688;Мендыгаринский РО НКВД.
16689;ООМГБ.
16690;Харьковский УНКВД.
16691;Акмолинское УНКГБ.
16692;УНКВД по семиреченской обл.
16693;НКВД Горьковской железной дороги.
16694;ОО НКВД Отдельной мотострелковой дивиизии особого назначения.
16695;Усурийскии обл.УНаркомвнутренних дел СССР.
16696;Таврический РО НКВД.
16697;Ново-Черкаское РО НКВД.
16698;НКО "Смерш" 234-го запасного стрелкового полка.
16699;Саркандский РОМ НКВД
16700;Каратальбским РО НКВД
16701;ОГПУ по Тюлькубасскому району.
16702;УОСПК НКВД Сара-Джасса.
16703;ПП ОГПУ по Яны-Курганскому району.
16704;ОО НКВД 188 ЗСП.
16705;Каратобинский РО по ЗКО.
16706;Нарынкольское РО УНКВД по Алма-Атинской обл.
16707;ОО УГБ УНКВД в КАССР.
16708;Аягузский РОУНКВД.
16709;Особый отдел НКВД 7 кав. корпуса.
16710;49 погран отряд ОГПУ.
16711;49 погранотряд войск ОГПУ.
16712;ОГПУ Северо-Казахстанской обл.
16713;Энбекшильдерское РО НКГБ.
16714;Особый отдел Гл.управл. Гос.безопасности НКВД.
16715;Вишневский РО УНКВД.
16716;ПП УНКВД по Кустанайской обл.
16717;Энбекшильдерский РО Караганд. обл.отд. ПП ОГПУ.
16718;Табынское РО УНКВД по Актюбинской обл.
16719;ПП ОГПУ Каз ССР по Алма-Атинской обл.
16720;ОО УИТЛК МВД.
16721;Катон-Карагайским РО НКВД по ВКО.
16722;ТО ОГПУ при ст.Каратал.
16723;Кастекский РО УНКВД Каз.ССР по Алма-Атинской обл.
16724;ОДТО НКВД Омской ж-д.
16725;Особый отдел НКВД 66 Армии
16726;Сарджаский отдел НКВД казахского округа.
16727;Сузакское РО НКГБ по ЮКО.
16728;Кокшетауский РО УНКВД Северо-Казахстанской обл.
16729;12 ОСПК НКВД.
16730;Сарджанская погран камендатура.
16731;Военный прокурор 2-й ударной армии.
16732;ОДТО ОГПУ ст Акмолинск Омской ж-д.
16733;ЮКО ОО обл.УНКВД.
16734;Транспортный отд. НКГБ Турксибс.ж.д.
16735;Осакаровский РО НКГБй обл.
16736;ПО Украинской МТС.
16737;ОКР "Смерш" Дальневосточного фронта.
16738;ОО ПП ОГПУ Дальневосточного края.
16739;5 отдел УГБ НКВД КазССР.
16740;СКОУ УГБ.
16741;ОЧО ОИТК НКВД.
16742;Уйгурским РО НКВД КССР.
16743;УНКВД колония N24.
16744;Сталинский РО КОО ПП ОГПУ в КАССР.
16745;СМЕРШ ВКР.
16746;Акмолиский губ.ЧК.
16747;Особый отдел ВЧК при Кавтрудармии.
16748;ОО НКВД 45 оу ДБ.
16749;ОО НКВД 142 ИАД по 653 БАО.
16750;райотдел НКВД Каз. ССР.
16751;Тепловское РО НКВД по ЗКО.
16752;Булаевский РО УНКГБ.
16753;Джамбулская областная прокуратура.
16754;Лозовское РО НКВД
16755;Зыряновская опергруппа Семокротдел ОГПУ.
16756;Риддерское УНКВД.
16757;Шемонаихинское РО НКВД по Семипалатинской обл.
16758;Опергруппа контр.разведки "СМЕРШ".
16759;Лениногорский ОУ ОГПУ.
16760;Большенарымсий РО НКВД.
16761;Больтшенорымский РО НКВД.
16762;ОДТО ГУББ СКО.
16763;ВЧК по Акмолинской губернии.
16764;Шемонаихинское РО ОГПУ.
16765;Сем. ОО ОГПУ Зыр. р-ну.
16766;НКВД по Каз.ССР.
16767;в-ч 2297.
16768;Пограничная стража.
16769;ОО НКВД 87 стрелковой дивизии.
16770;3 отдел ОГПУ Турксибской ж.д.
16771;Джетысйуский губернский отдел ОГПУ
16772;Райотдел милиции Алма-Атинский обл.
16773;ОП УГБ НКВД ст.Чу.
16774;ОТО НКГБ Турксибской железной дороги.
16775;Раимбекское РО НКВД.
16776;Ирджарскаяя раймилиция.
16777;Органы НКВД по ЮКО.
16778;ТООГПУ.
16779;ПО войск МВД.
16780;ДТО ОГПУ ст.Алма-Ата.
16781;Усть-Каменогорское райотделение ОГПУ.
16782;ОО НКВД Уральского военного округа.
16783;Келеский РО ОГПУ по ЮКО.
16784;ДТО ГУББ НКВД ТСЖД.
16785;Линейный суд ТО ОГПУ ТСЖД.
16786;3 отдел НКВД по Прорвлагу.
16787;ОО НКВД З40 СД.
16788;Революционный трибунал Семиреченской обл.
16789;ВП 58 СД.
16790;Мамлютский МРО УНКВД СКО.
16791;ОТО НКГБ ст. Атбасар Карагандинской ж.д.
16792;ОТО НКГБ на ст. Джамбул.
16793;Жанасемейское РО НКВД.
16794;ДТОГУГБ НКВД По Оренбургской ж.д.
16795;УГБ ст.Алма-Ата.
16796;ОТО НКГБ Рязано-Уральской ж.д.
16797;3-й отдел НКВЛ КарЛага.
16798;ОО НКВД 281 СД.
16799;КГБ 1 отд.
16800;Управлением МГБ по Павлодарской обл.
16801;Контрразведка МГБ в/ч 14800.
16802;Павлодарский УНКВД.
16803;ОЧО ОНТК НКВД.
16804;УРКМ НКВД Казахской ССР.
16805;УМГБ КазССР по Павлодарской обл.
16806;Урицким РО УНКВД.
16807;Шемонаихинское РО УНКВД по ВКО.
16808;УГБ УНКВД по Алма-Атин. обл.
16809;НКВД 38 стрелковой дивизии.
16810;УОСПК НКВД.
16811;Аиртауским РО НКВД.
16812;НКВД НА СТ. МИРЗОЯН.
16813;ТО УГБ УНКВД ст.Алма-Ата.
16814;ОДТО НКВД ст.К-Боровое Караганд.железная дорога.
16815;Кировская опергруппа УНКВД по ВКО.
16816;УКГБ по А-Атинской обл.
16817;3 отд. УГБ УНКВД АО.
16818;Сыр-Дарьинскимокружным отделом ОГПУ.
16819;Пешковский РО УНКВД.
16820;НКВД Башкирской АССР.
16821;ДТО ГУГБ ОГПУ Турксибской ж.д.
16822;Приуральсный РО НКВД по ЗКО.
16823;ёНКВД по Павлодарской обл.
16824;Лепсинское ОГ ОГПУ
16825;Маркакольский РОНКВД.
16826;Щучинский РО МГБ по Кокчетавской обл.
16827;Цбрбпинское РО УНКВД по Павлодарской обл.
16828;Алексеевская ревалюционная тройка.
16829;Областная прокуратура СКО.
16830;ОТО НКГБ ст. К-Боровое.
16831;Военнополиткомисия 25 дивизий.
16832;РО НКВД г.Петропавловск.
16833;Урлютюпское РО УНКВД по ПО.
16834;ОТО УГБ Омской ж.д.
16835;НКВД Кустанайской обл.
16836;УР Петропавловского округа.
16837;Кировская опергруппа РО НКВД.
16838;Алма-Атинское ОГПУ.
16839;ОО НКВД ст.К-Боровое Караганд.жел.дор.
16840;Управление ОСПК НКВД СССР.
16841;2 отд. УГБ УНКВД Алма-Атинской обл.
16842;3 отд.КРО НКГБ КССР.
16843;ОДТО ГУГБ на ст.Аулие-Ата.
16844;Райпрокуратура Арык-Балыкского р-на.
16845;ОТДО ГУГБ НКВД.
16846;УНКВД СКО УГБ.
16847;Родниковское РО УНКВД по Актюбинской обл.
16848;ОПТО НКГБ ст.Аральское Море.
16849;Экибастузское ГО МГБ по Павлодарской обл.
16850;Беловодский ОГПУ.
16851;49 погранотряд
16852;Октябрьский РО НКВД Алма-Атинской обл.
16853;Ташкентский ж.д.ДТО НКВД.
16854;ТО УГБ УНКВД Алма-Атинская обл.
16855;КОУ ГБ НКВД.
16856;ДОТ ГУГБ НКВД Каз.ССР.
16857;ОДТО ГУГБ НКВДст.К-Боровое Омской железной дороги.
16858;Зайсанский НКВД.
16859;ОКР МВД 74 Стрелковой дивизии.
16860;КРО УНКВД по Харьковской обл.
16861;КООП ПОГПУ КССР.
16862;Омский ООГПУ.
16863;КООП ПОГПУ КССР по Ленинскому району.
16864;ОО стрелкового полка.
16865;Карагандинское УГБ НКВД.
16866;Арыкбалыкский РО Карагандинского ОГПУ.
16867;3 отдел ЭКО УГБ УНКВД.
16868;СКОУ РКМ НКВД.
16869;УНКГБ Каз.СССР по ВКО.
16870;Акусуйское РО ОГПУ.
16871;Кзыл-Ординское СО УМГБ.
16872;Каратальский РО НКВД
16873;Казалинский ПП ОПГУ.
16874;Оперштаб ПП ОГПУ.
16875;Иргизское РО УНКВД АО.
16876;Болкашинский РО НКВД.
16877;Красноармейский РО.
16878;ОО НКВД МВО.
16879;УНКВД по Гурьвской обл.
16880;ОО ГУГБ спецназ. Казахской ССР.
16881;Макинское ГО УМГБ по Акмолинской обл.
16882;Цюрюпинский РО УНКВД.
16883;МГБ по Ленинскому району.
16884;Особый отдел НКВД Харьковского военного округа.
16885;Особое совещание МГБ СССР.
16886;ДТО ГУГБУНКВД Каз.ССР по ТСЖД.
16887;Иргиз.РО УМГБ по Актюб.обл.
16888;Акмолинская райкомендатура УНКВД по Карагандинской обл.
16889;Чкаловское РО МГБ.
16890;Отдел контрразведки "СМЕРШ" Челяб.обл.
16891;Актюбинский ГО НКВД.
16892;НКВД Актюбинской обл.
16893;РО НКВД Аиртауский.
16894;Каркаралинский окр отдел ОГПУ.
16895;СПО КГБ Казахской ССР.
16896;Казалинский РО МГБ.
16897;Предгорненский РО УМГБ.
16898;ОПТО УНКВД ТСЖД.
16899;ОО УГБ НКВД.
16900;Особый 1 отдел ОГПУ Южно-Каз.обл.
16901;ОО Амурского Краснознаменного флота.
16902;Петропавловский окр. отд. пр-ры.
16903;ДТО ОГПУ Туркестано-Сибирской жд.
16904;Акмолнский РО НКВД.
16905;11 северный советский полк.
16906;Окр.отдел НКВД Западно-Казахстанской обл.
16907;НКВД Карагандинской ж-д.
16908;ОКР НКВД Смерш 50 дивизии КВ НКВД.
16909;ДТО УНКВД ТСЖД КССР.
16910;Эркеншиликский РО.
16911;Павлодарским РО УНКВД по Восточно-Казахстанской обл.
16912;Илийское РО УНКВД Алма-Атинской обл.
16913;Тройка Семиреченского ЧХ.
16914;УМВД по Каргандинской обл.
16915;ОО НКВД 324 СД.
16916;2 Отд. СПО УГБ УНКВД.
16917;ОО НКВД ТОФ.
16918;Алакульский опергр. ПП ОГПУ.
16919;ОДТО ГУГБ НКВД Кзыл-Орда стж.
16920;Алиэ-Атинский РО УНКВД.
16921;Актюб. УМКГБ.
16922;ОО УНКВД.
16923;Энбекшиказахского РО НКВД Алма-Атинской обл.
16924;Соколовское РОНКВД.
16925;Келеский МГБ.
16926;Лен.РО МГБ по СКО.
16927;Уральский ревком.
16928;Семипалатинский обл.ЧК при Губревкоме.
16929;Зырыновский НКВД.
16930;Бескарагайское РО УНКВД по Павлодарской обл.
16931;УНКВД по Казахстану.
16932;Нарсуд Талды-Кургана
16933;Степнякское НКВД.
16934;Актюб.обл.УНКВД.
16935;Пахтааральскиий РО НКВД.
16936;ОУНКВД по Алма-Атинской обл.
16937;Семиреченский вол.ЧК.
16938;Реввоентрибунал 27 СД.
16939;ОО НКВД 4 Гвардейской СБ.
16940;ОО НКВД КБФ.
16941;Семипалатинское горотделение ОГПУ.
16942;ОКР МВД в-ч 7558.
16943;ООНКВД 387 СД.
16944;Катон-Карагайский РО ОГПУ в Казахстане.
16945;ОКР СМЕРШ 320 СД.
16946;Чрезв.тройка ВЧК по Сибири.
16947;Атбасарское МРО.
16948;ЭКО УГБ Алма-Атинской обл.
16949;ТО УГБ НКВД ст. Мирзоян.
16950;РО НКВД ЮКО.
16951;Оперативный отдел Карлага НКВД.
16952;Кокчетавское политбюро по борьбе с к-р.
16953;Арыкбалыкский РО Карагандинский областной отдел ПП ОГПУ в КАССР.
16954;Айыртауский РО НКВД Северо-Казахстаснкой обл.
16955;ГПУ Уз.ССР.
16956;ОО НКВД 38 Стрелковой дивизии.
16957;М-Горьковский РО НКВД
16958;Северо-Казахстанский ОУ НКВД.
16959;транс.отд.НКВДТурксиб. ж.д.
16960;ОГПУ ст.Каратал.
16961;Кустанайская ЧК.
16962;Риддерский УНКВД.
16963;ДТО НКВД ГУГБ Алма-Атинской обл.
16964;Агадырский НКВД.
16965;ООСК ОО НКВД.
16966;Цурюпинский РО НКВД.
16967;ОДТО НКВД Турксибской ж.д. Алма-Атинской обл.
16968;Полудинское РО МГБ СКО.
16969;Кировская прокуратура.
16970;Особый отдел НКВД 42 района авиационного базирования.
16971;ОДТО ГУГБ НКВД по Актюб.обл.
16972;Управление 50 Зайсанского погранотряда ВОГПУ.
16973;ОО МГБ в/ч 62105.
16974;Большенарымский РО УНКВД.
16975;КРО НКО "Смерш" 7 арт. дивизии.
16976;Зыряновский СОС ОГПУ.
16977;Семипалатинский окротдел.
16978;ОК "СмерШ".
16979;ОО УГБ 35 стрелковой дивизии.
16980;ТО ГУГБ Семипалатинска.
16981;ППО ГПУ КССР.
16982;ОДТО ст.Акмолинск.
16983;ПП ОГПУ Семипалатинска.
16984;ОДТО НКВД ст. Чу
16985;М-Горьковский РО УНКВД по ВКО.
16986;Булаевский РО НКГБ СКО.
16987;Революционный Ро ОГПУ,
16988;Революционный РО ОГПУ.
16989;ОТО НКВД по Актюбинской обл.
16990;6 отд. УГБ НКВД.
16991;ОГПУ Алматинской обл.
16992;Самарский РО УНКВД.
16993;ОО НКВД 39 ЗСП.
16994;КУРДАЙСИКЙ РО ОГПУ.
16995;ЖДМ НКВД Каз.ССР.
16996;ОО НКВД Рязанского спец.лагеря.
16997;3 отделение Алма-Атинского гарнизона.
16998;Красноарм. РО НКВД.
16999;Семипалатинский ГубК.
17000;Чиликский РО МГБ.
17001;ОТО НКГБ НКВД Карагандинской ж-д.
17002;Райотдел НКВД Каз.ССР.
17003;Терктинский РО НКВД по ЗКО.
17004;Карлаг НКВД СССР.
17005;ОГПУ Петропавловского окротдела.
17006;Карсакпайский РО ОГПУ по Карагандинской обл.
17007;ОЧ тюрьмы 1.
17008;Гор. отдел ПП ОГПУ.
17009;СХИТК.
17010;Лепсинское Погранкомендатура ОГПУ
17011;1 стрелк.дивизия НКВД.
17012;Арыский РО ОГПУ.
17013;Павлодарское отделение семгубчека.
17014;УНКВД по Вологодской обл.
17015;Аральское ПП ОГПУ.
17016;Иакинское РО УНКВД по оСеверо-Казахстанской обл.
17017;ТуркСиб.ДТО ОГПУ.
17018;Каменец Подольский погран отряд.
17019;ОТО НКВД ст. Матай.
17020;ГО ОГПУ Карагандинской обл.
17021;Мамлютский РО НКВД по СКО.
17022;Енбекши-Казахский РО УНКВД по Алма-Атинской обл.
17023;УКГ УНКВД.
17024;ОКР"Смерш" 124 СД.
17025;ОПТО НКВД ст. Чу.
17026;Джаныбекский ОГПУ.
17027;Управление милиции УНКВД по Московской обл.
17028;ДТО ОГПУ Турксиба.
17029;НКВД г.Алма-Аты.
17030;КрасноармейскийРО НКВД.
17031;ОПТО УГБ КССР.
17032;НКГБ по Актюб.обл.
17033;ОДТО УГБ-НКВД ст.Акмолинск.
17034;Курдайский РОМ НКВД Каз.ССР.
17035;СК обл.УНКВД КССР.
17036;Военный Трибунал НКВД Каз.ССР
17037;РО НКВД по СКО.
17038;КОО ПОГПУ КССР по Ленинскому району.
17039;Джаркентский погран.отряд ОГПУ
17040;КОО ПОГПУ КССР.
17041;Управление лагеря 40 МВД.
17042;ТО ОГПУ Омской железной дороги.
17043;ОКР смерш 248 стрелк.дивизии.
17044;транспорт.отд. НКВД.
17045;ОО ОГПУ по Кустанайскому округу.
17046;УГБ УНКВД КАССР.
17047;РО ОС ПП ОГПУ.
17048;ОГПУ ЗКО.
17049;РО УКГБ ВКО.
17050;Особый отдел НКВД Уральского гарнизона.
17051;Луговской РО МГБ.
17052;Кировоградский ОМ УНКГБ.
17053;НКГБ ст.Чарская.
17054;ОС ОГПУ ЮКО.
17055;УКГБ УНКВД по ЗКО.
17056;ОО НКВД с.л.174.
17057;МГБ по ВКО.
