EDUCATIONID;EDUCATION
2795;Высшее, в 1956 окончил отделение астрономии механико–математического факультета Московского университета
2796;Высшее, окончил биологический факультет Московского университета
2797;Н/среднее технич.
2798;Высшее, окончила Рижский политехнический институт
2799;незаконченное высшее, в 1965–1969 учился в Рижском политехническом институте.
2800;Высшее, в 1968 окончил стоматологическое отделение Медицинского института
2801;Высшее, в 1954 окончил Ленинградский юридический институт, в 1969 – Ленинградский северо–западный политехнический институт.
2802;Высшее-техническое
2803;высшее, заочно окончил Педагогический институт
2804;Среднее специальное, среднее, окончил Житомирское музыкальное училище
2805;11 кл.
2806;высшее, , окончил Орловский лесотехнический институт
2807;высшее, окончил Ленинградский институт точной механики
2808;Высшее, окончил экономический факультет Ленинградского университета
2809;Высшее, окончил Ленинградский институт киноинженеров.
2810;Высшее, окончил химический факультет Ленинградского университета
2811;Высшее, окончил факультет востоковедения Ленинградского университета.
2812;высшее, окончил филологический факультет Ленинградского университета.
2813;высшее, окончил Ленинградский сельскохозяйственный институт.
2814;высшее, окончил восточный факультет Ленинградского университета.
2815;высшее, окончил восточный факультет Ленинградского университета
2816;Высшее, в 1962 окончил Иркутский педагогический институт.
2817;высшее, в 1960 окончил заочное отделение Московского педагогического ниститута.
2818;Высшее, в 1966 окончил Саратовский университет
2819;Высшее, окончил Рязанский радиотехнический институт
2820;Высшее, в 1962 окончил Ленинградский инженерно–строительный институт.
2821;высшее, в 1963 окончил Ленинградский кораблестроительный институт
2822;Образование высшее, окончил Ленинградский педагогический институт.
2823;незаконченное высшее, окончил 4 курса историко–филологического факультета Горьковского университета
2824;высшее, окончил историко–филологический факультет Горьковского университета.
2825;высшее, окончила Саратовский университет
2826;Высшее, в 1962 окончил Ленинградский технологический институт
2827;высшее, в 1959 окончил Ленинградский технологический институт
2828;высшее, в 1960 окончил Ленинградский технологический институт.
2829;Высшее, в 1960 окончил Ленинградский технологический институт
2830;НеЗАКОНЧЕННОЕ среднее спец.
2831;высшее, окончил Ленинградский электротехнический институт
2832;Высшее, в 1945 окончил Черновицкий университет
2833;незаконченное высшее, окончил 5 курсов Московского архитектурного института.
2834;высшее, окончил инженерно–физический факультет Ленинградского политехнического института
2835;Образование высшее, окончил филологический факультет Тбилисского университета.
2836;незаконченное высшее, исключен с 6 курса медико–биологического факультета Московского медицинского института
2837;среднее специальное, окончила финансовый техникум
2838;высшее, окончил Московский институт нефтехимической и газовой промышленности им.Губкина
2839;высшее, в 1965 окончил Московский государственный институт международных отношений
2840;Высшее, в 1954 окончил биологический факультет Московского университета
2841;среднее специальное
2842;Высшее, окончил Киевское высшее военное инженерное училище связи.
2843;незаконченное высшее, в 1964–1969 учился на историко–филологическом факультете Тартуского университета
2844;незаконченное высшее (2 курса юридического факультета Ленинградского университета).
2845;высшее, в 1960 окончил фармацевтический факультет Харьковского медицинского института
2846;Высшее, в 1957 окончил радиотехнический факультет Московского энергетического института, в 1962 окончил вечернее отделение механико–математического факультета Московского университета
2847;высшее, в 1971 окончил факультет вычислительной техники Московского физико–технологического института
2848;незаконченное начальное.
2849;высшее, в 1976 окончила физический факультет Одесского университета
2850;Высшее, окончил Ленинградский университет
2851;Высшее, в 1958 окончил Казанский авиационный институт.
2852;Высшее, в 1973 окончил Уральскую консерваторию по классу вокала
2853;Высшее, в 1953 окончил юридический факультет Львовского университета
2854;высшее, в 1937 окончил Куйбышевский педагогический институт
2855;среднее техническое, окончил Ереванский техникум радиоэлектронной связи.
2856;высшее, в 1957 окончил Свердловскую консерваторию, а в 1969 – экономический факультет Ленинградского университета
2857;незаконченное высшее, окончил 3 курса исторического факультета Ленинградского университета
2858;8 кл., в 1953 г. закончил Львовское спец. училище связи.
2859;высшее, окончил Одесский институт иностранных языков.
2860;Высшее, в 1961 окончил Ленинградский институт культуры.
2861;высшее, окончил Куйбышевский политехнический институт
2862;Высшее, в 1970 окончил Куйбышевский политехнический институт
2863;Высшее, оконч. в 1975 Ленинградский электро-технический институт
2864;высшее, в 1972 окончил филологический факультет Ленинградского университета
2865;среднее, окончил два курса историко–филологического отделения Кемеровского педагогического института.
2866;высшее, в 1961 окончил юридический факультет Иркутского университета
2867;Среднее технич., оконч. Архангельский морской техникум
2868;высшее, в 1955 окончил литературный факультет Ленинградского педагогического института
2869;Н/высшее, окончил 5 курсов геологического факультета Ленинградского университета.
2870;высшее, в 1952 окончил физический факультет Московского университета.
2871;незаконченное высшее, в 1962–1965 учился на заочном отделении филологического факультета Одесского университета.
2872;высшее, в 1970 окончил механико–математический факультет Московского университета
2873;Высшее юридическое.
2874;высшее, окончил Саратовский юридический институт
2875;среднее (окончил педагогическое училище)
2876;высшее, в 1959 окончил механико–математический факультет Московского университета
2877;высшее, окончил исторический факультет Петрозаводского университета.
2878;8 кл., окончил ремесленное училище.
2879;4 класса немецкой школы.
2880;среднее специальное (военно–политическое).
2881;Высшее, окончил юридический факультет Ленинградского университета.
2882;Высшее, в 1975 окончила Ленинградский институт театра, музыки и кинематографии
2883;незаконченное высшее, в 1968 исключен с факультета журналистики Московского университета
2884;4 класса высшего начального училища.
2885;с незаконченным высшим образованием.
2886;со средним политическим образованием
2887;со средним педагогическим образованием
2888;полуграмотный
2889;среднее специальное гуманитарное
2890;высшее гуманитарное
2891;среднее специальное духовное
2892;специальное духовное
2893;среднее специальное техническое
2894;незаконченное высшее естественное
2895;высшее естественное
2896;юридическое
2897;незаконченное высшее гуманитарное
2898;гуманитарное (историческое, филологическое, философское и т.д.)
2899;экономическое
2900;среднее специальное военное
2901;незаконченное среднее специальное гуманитарное
2902;естественное (медицинское, биологическое, химическое, сельскохозяйственное и т.д.)
2903;незаконченное среднее специальное экономическое
2904;высшее партийно-политическое
2905;незаконченное среднее специальное естественное
2906;среднее специальное естественное
2907;специальное естественное
2908;незаконченное среднее специальное духовное
2909;среднее специальное экономическое
2910;спец
2911;незаконченное среднее специальное техническое
2912;незаконченное среднее специальное военное
2913;незаконченное высшее партийно-политическое
2914;незаконченное среднее специальное юридическое
2915;среднее специальное юридическое
2916;естественное
2917;бакалавр
2918;спецподготовка (для противника)
2919;незаконченное высшее духовное
2920;специальное гуманитарное
2921;чекистская подготовка
2922;Статья: 58-10 УК РСФСР. осужден к ВМН
2923;незаконченное высшее гуманитарное (Казахский Государственный университет)
2924;Низш.
2925;Ср.
2926;3 Г.
2927;7 Л.
2928;Н/Ср.
2929;Университет
2930;М/Гр.Р.
2931;Самоучкака
2932;Академия
2933;Н3С
2934;Ср. 9 Кл.
2935;Низш. 4 Кл.
2936;Низш. 5 Кл.
2937;Низш. 8 Кл.
2938;Низш
2939;4 Кл. Гимн.
2940;5 Кл. Гимн.
2941;Не Имеет
2942;Нач.
2943;5 Кл. Пол. Шк.
2944;2 Кл. Пол. Шк.
2945;7 Кл. Пол. Шк.
2946;Евр. Школ.
2947;Евр. Шк.
2948;Гимн.
2949;Гимн. 4 Кл.
2950;1 Г.
2951;3
2952;4 Г.
2953;4 Л.
2954;2 Кл. Польск..
2955;7 Кл. Польск. Шк
2956;5 Л.
2957;6 Л.
2958;8 Л.
2959;Н/Ср. 7 Л.
2960;2 Г.
2961;5 Гр.
2962;10 Л.
2963;Н/Ср.Р.
2964;Низш. 4 Кл
2965;Ср.15 Кл.
2966;3 Кл. Н/Шк.
2967;1 Г. Н/Шк.
2968;2 Г. Н/Шк.
2969;4 Гр.
2970;3 Гр.
2971;7 Гр.
2972;Нсш
2973;4
2974;6 Гр.
2975;5 Кл. Польск. Шк.
2976;7 Кл. Польск. Шк.
2977;4 Кл. Польск. Шк.
2978;Н/Шк. 3 Г.
2979;Не Учился
2980;2 Г. П/Шк.
2981;4 Г. П/Шк.
2982;7 Г. П/Шк.
2983;7 Л. П/Шк.
2984;5 К П Шк.
2985;3 Г. П Шк.
2986;8 Л. П/Шк.
2987;5 Кл. Рус.
2988;3 Кл. П. Шк.
2989;2 Кл. П. Шк.
2990;Н/Шк. 4 Г.
2991;Н/Ср. 3 Л.
2992;Н/С 7 Л.
2993;12 Л.
2994;14 Л.
2995;12 Кл.
2996;Училась
2997;Низш. 3 Кл.
2998;Низш. 1 Кл.
2999;Институт
3000;Низш. 3Кл.
3001;3 Кл. Гор. У
3002;Н/С. 7 Кл.
3003;Н/Ср.Р. 7 Кл.
3004;Низш. 2 Кл.
3005;В. Технич.
3006;7 Кл. П. Шк.
3007;6 Л. П. Шк.
3008;3 Кл. П/Шк.
3009;4 Кл. П/Шк.
3010;7 Кл. П/Шк.
3011;В.Т.Школа
3012;Тех. Школа
3013;5 Кл. Польск.
3014;6 Кл. Польск.
3015;7 Кл. Польск.
3016;2 Гр.
3017;1 Гр.
3018;5 Кл. Шк.
3019;семилетка
3020;Лицей
3021;7 Г.
3022;11 Л.
3023;Нач. 3 Кл.
3024;Нач. 6 Кл.
3025;Шофер
3026;13 Л.
3027;3 Г. Гимн.
3028;7 Л. Гимн.
3029;1 Г. Гимн.
3030;2 Г. Гимн.
3031;7 Г. Гимн.
3032;4 Г. Гимн.
3033;Н/Ср. 6 Л.
3034;6
3035;4 Кл. П-Ш
3036;6 Кл. Евр. Шк.
3037;2 Кл. Польск. Шк.
3038;6 Кл. Польск. Шк.
3039;3 Кл. П-Шк.
3040;Нрзб
3041;Н/Ср. 4 Л.
3042;6 Л. П/Шк.
3043;Низш.4 Кл.
3044;5
3045;6 Кл. Ср. Об
3046;3 Кл. Белорус
3047;6 Кл. Белорус
3048;Учился
3049;2
3050;4 Кл. Аа
3051;С/Шк.
3052;Школьница
3053;6 Г.
3054;9 Л.
3055;Н/Ср. Н
3056;3 Г. Н/Шк.
3057;4 Г. Н/Шк.
3058;2 Г. В. Л. Шк.
3059;8
3060;Не Уч.
3061;7
3062;Школа-Комерг
3063;Ср. Школа
3064;В К
3065;Ж.Гимназия
3066;1
3067;4 Гр. Кл.
3068;Самоук.
3069;С/ Кл.
3070;Ком/Учил.
3071;15 Л.
3072;Н/Ср. 4 Г.
3073;Н/Ср. 5 Л.
3074;Н3Ср. 7 Л.
3075;Не Училась
3076;1, 5 Г.
3077;Н/
3078;Домовое
3079;М-Гр.
3080;Н/Гр. .
3081;Учится
3082;10
3083;Низш. 4 Кл. Тн.
3084;16 Л.
3085;С/Ц
3086;10 Гр.
3087;Н/С
3088;4 Кл. Рус. Шк.
3089;4 Кл. Пол. Шк.
3090;6 Кл. Рус. Шк.
3091;Хоровский
3092;9 Гр.
3093;8 Гр.
3094;6 Кл. Пол. Шк.
3095;Шк. Агрон.
3096;3 Г
3097;С/10 Л.
3098;Нач. Уч.
3099;Н/Г
3100;С/Шк. 8 Л.
3101;С/Шк. 6 Л.
3102;4 Кл. Ср. Шк.
3103;14 Кл.
3104;С/Школа
3105;С/Школы
3106;П/С 7 Л.
3107;П/С 4 Г.
3108;Н/Ср. Чл.
3109;3 Л.
3110;Не Им.
3111;4 Н/Обр.
3112;В.
3113;4 Г. Низш.
3114;5 Г. Низш.
3115;2 Г. Низш.
3116;3 Г. Низш.
3117;Низш. 6 Кл.
3118;Не Учил.
3119;Низш. 7 Кл.
3120;2 Кл. Гимн. 4Ком
3121;2 Кл. Гимн.
3122;Нач/Мк
3123;Н/Шк. 4 Кл.
3124;Н/Шк. 3 Кл.
3125;3 Кл. Гимназ
3126;13 Л. Н/Шк.
3127;Н/Шк. 2 Г.
3128;8 Г. Лес/Ш.
3129;Нач. Школа
3130;Нет.
3131;Военое
3132;5 Г.
3133;Самогр.
3134;П/Гр.
3135;Школьник
3136;16 П/Шк.
3137;1 Г. Инж/Шк.
3138;Ученик
3139;Реальное Уч.
3140;В. Ср.
3141;Гор. Учил.
3142;Самоуч.
3143;9 Г.
3144;Н/Ср. 7 Кл.
3145;Универс.
3146;Спец. Лесное
3147;Образование - Купец. Гимн.
3148;Лес. Училище
3149;М/Гр..
3150;Оконч. Универ.
3151;1 Кл. Гимн.
3152;Н/Г.
3153;17 Л.
3154;2 0 Л.
3155;Спец. Ср.
3156;Лесовод. Техн.
3157;В/Ср.
3158;Студент Тех
3159;С. Школы
3160;6 Кл. Гимн.
3161;Высш. Шк. 3 Кл.
3162;7 Кл. П. Г.М.
3163;Н/Шк. 4 Л.
3164;3 Кл. П/Чик.
3165;2 Кл. П/Чик.
3166;5 Гимн.
3167;Лицеум
3168;Лес. Техникум
3169;Низш. 7 Л.
3170;Дом.
3171;Н/Ср.Р. 6 Л.
3172;Н/М 4 Г.
3173;13 Кл.
3174;Ср.Тех
3175;Быстрыче
3176;1 Гимназии
3177;2 Л.
3178;11-5 Л.
3179;Вет. Фельдшер
3180;Н.
3181;5 Ст.
3182;5 Л. Н/Шк.
3183;Ср. Учительск.
3184;Н/В.
3185;2 Г. Рус/Ш.
3186;Н/Шк. 5 Л.
3187;Н/Шк. 7 Л.
3188;Низш. Незаконч.
3189;Морской Инст
3190;Н//Ср.
3191;Низш. 2 Кл
3192;7 Кл. Гимн.
3193;3 Г. Низ. С/Шк.
3194;4 Г. Низ. С/Шк.
3195;6 Л. Низ. С/Шк.
3196;3 Г. Ниж.
3197;Н/Ср. 10 Л.
3198;7 Л. Н/Ш.
3199;7 Г. Н/Шк.
3200;6 Л. Н/Шк.
3201;12 Л. П/Шк.
3202;Низш. 3 Кл
3203;1 Кл. П/Шк.
3204;3 Кл. Ниж. Шк.
3205;6 Кл. П. Шк.
3206;5 Кл. Н. Шк.
3207;4 Кл. П. Шк.
3208;3 Кл. Н. Шк.
3209;1 Кл. Пол. Шк.
3210;3 Кл. Пол. Шк.
3211;14 Л. Пол. Шк.
3212;8. Л. Польск. Шк.
3213;4 Кл. Н/Шк.
3214;7 Л. Н/Шк.
3215;12 Л. Н/Шк.
3216;7 Кл. Н/Шк.
3217;2 2 Г. П/Шк.
3218;10 Л. П/Шк.
3219;3 Г. П/Шк.
3220;3 Кл. В
3221;Нар. Шк.
3222;16 Л. П/Шк.
3223;17 Л. П/Шк.
3224;4 Л. Н/Шк.
3225;5 Кл. Нар. Шк.
3226;4 Кл. Нар. Шк.
3227;П/Шк. 5 Л.
3228;4 Кл. В
3229;П/Шк. 3 Г.
3230;3 Л. П/Шк.
3231;Домаш.
3232;Низш. 5 Кл
3233;Низш. 6 Кл
3234;закончил реальное училище
3235;среднее-техническое.
3236;среднее-техническое
3237;закончил 2 класса духовной семинарии
3238;образвание высшее
3239;окончил Фабрично-заводское училище
3240;2 курса педучилища
3241;2 курса духовной семинарии
3242;3 курса университета
3243;юнкерское училище
3244;окончил Московскую школу прапорщиков
3245;закончил учительскую семинарию
3246;окончила 2 курса мединститута
3247;окончил Новгородскую духовную семинарию, образование среднее военное
3248;учительские курсы
3249;1класс
3250;окончил курс педагогического техникума
3251;окончил Ленинградскую артиллерийскую школу
3252;окончил духовую семинарию
3253;окончил школу младших командиров
3254;высшее военное, медицинское
3255;окончил духовное училище, школу пилотажа в Англии
3256;закончил духовную академию
3257;окончил школу прапорщиков и коммерческое училище
3258;малограмотный красноармеец.
3259;окончил среднюю школу и курсы животноводов
3260;окончил ветеринарный институт
3261;окончила 2 курса медицинского техникума
3262;закончила гимназию
3263;окончил военно-фельдшерскую школу
3264;закончил духовную семинарию
3265;окончил химико-индустриальный рабфак
3266;окончил Рижское морское училище
3267;незакон.среднее
3268;незаконченная духовная семинария
3269;среднее незаконченное
3270;нерамотный
3271;церковные курсы
3272;высшее неоконченное
3273;среднее-педагогическое
3274;нешрамотный
3275;средне-технич.
3276;ннеграмотный
3277;малограмотный, самоучка
3278;средне-спец.
3279;неполное-среднее
3280;духовное учи-ще
3281;церковно приходская школа
3282;негрмотный
3283;незаконченное юридическое
3284;ср.духовная семинария
3285;начальное-специальное
3286;Синодское
3287;общее среднее, высшее политическое
3288;высшее медицин.
3289;средн.-техническое
3290;нерамотная
3291;средн.-спец.
3292;церковно приходская семинария
3293;духовн.училише
3294;пятилетка, школа ФЗУ
3295;незаконченное среднеспециальное
3296;средн.-технич.
3297;7-ми летка
3298;духовн.семинария
3299;церковн.приход.школа
3300;незаконченное техническое
3301;средне - специальное
3302;Районая редакция
3303;высшее, офиц. Школа в г. Варшава
3304;церк.-приходское училище
3305;незакончен.среднее
3306;духовная школа
3307;духовное училище
3308;начальное (низшее ж/д училище)
3309;уездное училище
3310;духовная чеминария
3311;высшее педагогическ.
3312;не оконч.среднее
3313;начальное средн.
3314;////
3315;ОбразованиеНизшее
3316;начальноеобразование
3317;ОбразованиеНезаконченное Высшее
3318;образование сельское училище
3319;окончил вечерние курсы для рабочих технического общества в г. Петербурге
3320;учащаяся10 класса.
3321;средне-специальное Образование
3322;окончила10 классов гимназии и педучилище
3323;об образовании нет данных
3324;закончил6 классов городского училища
3325;сельхозтехникум
3326;5 классов Ессентукской школы
3327; - незаконченное высшее
3328;Учился в церковно-приходской школе
3329; - среднее
3330;среднее (Бийское Катехизаторское училище)
3331;среднее специальное, учился в г.
3332;Новосибирский вечерний комвуз
3333;совпартшкола
3334;областная совпартшкола
3335;образцовая школа при Иркутской учительской семинарии
3336;высшее. Коммунистический университет трудящихся Востока им. Сталина в г. Москве
3337;среднее. Ойротская Совпартшкола
3338;Бийская учительская семинария
3339;высшее, Ленинградский зоотехнический институт
3340;9 классов китайской школы
3341;Полоцкий кадетский корпус, Михайловское артиллерийское училище, первый курс военной академии (не закончил в связи с войной 1914 года)
3342;9 классов средней школы
3343;7 классов и курсы радистов
3344;Казанская учительская семинария
3345;среднее, гимназия
3346;3 класса гимназии. Школа прапорщиков
3347;высшее финансовое
3348;Бийское катехизаторское училище
3349;4 курса Тифлисского университета
3350;два курса Ташкентского финансового техникума
3351;среднее финансовое
3352;начальное духовное
3353;военный морской корпус
3354;3 класса духовной семинарии
3355;кадетский корпус и артиллерийское училище
3356;Астраханская духовная семинария
3357;кадетский корпус и кавалерийское училище
3358;Петроградский морской корпус
3359;7 классов румынской школы
3360;женская гимназия
3361;коммерческое училище и Высшие финансовые курсы НКФ СССР
3362;сельскохозяйственное училище
3363;высшая правовая академия
3364;Одесское военное училище
3365;сельская школа в Китае
3366;курсы Астраханской духовной семинарии
3367;среднее (высшее)
3368;цагпачптимй
3369;Дема
3370;гуманитарное
3371;низшее, 2 класса
3372;низшее, курсы фельдшеров
3373;военная фельдшерская школа
3374;2 курса института
3375;4 класса духовного училища
3376;средняя духовная семинария
3377;об
3378;фельдшерские курсы
3379;фельдшерская школа
3380;школа прапорщиков
3381;4 класса и фельдшерская школа
3382;Иркутское военное училище
3383;2 класса и курсы бухгалтеров
3384;университет народов Востока им.Свердлова
3385;Якутское четырехклассное училище, Якутская учительская семинария
3386;Московский промышленно-экономический институт
3387;ученик 6 группы Булунской школы
3388;4 класса Якутского реального училища
3389;Ленинградский институт живых восточ.языков
3390;студент техникума
3391;экономический институт Крассной профессуры, написал кандидат.дисертаци
3392;Московская акадкмия коммунистического воспитания им.Крупской
3393;институт Красной профессуры мирового хозяйства и мировой политики
3394;Коммунистический университет им.Свердлова
3395;студент 3-го курса техникума
3396;институт по подготовке кадров Красной профессуры
3397;миссионерская школа и реальное училище в г.Якутске
3398;1-й курс Якутского педагогического института
3399;ученик 7 класса
3400;Якутское духовное тучилище
3401;Якутская двухклассная школа
3402;юридический факультет Томского университета
3403;юридический факультет Московского университета
3404;ученица
3405;3 курса Якутского духовного училища
3406;высшие курсы советского строительства при ВЦИК
3407;2 класса церковно-приходской школы
3408;среднее специальное (Московский электротехнический техникум)
3409;"домашнее"
3410;высшее начальное училище
3411;6 отд. Петропавловского городского училища
3412;5 групп школы
3413;домашнее начальное
3414;2 группы немецкой школы
3415;курс гимназии
3416;военная прогимназия, военно-фельдшерская школа
3417;5 классов горного училища
3418;высшее (военно-морское училище, г. Владивосток)
3419;высшее (Рыбвтуз, г. Владивосток)
3420;2 класса высшего городского училища
3421;7 классов городской школы
3422;среднее специальное (военно-морское училище), воинское звание - ст. лейтенант запаса
3423;немецкая 6-летняя школа
3424;4 класса церковно-приходской школы
3425;6 классов и пед. курсы
3426;4 группы немецкой школы
3427;духовная семинария и юнкерское училище
3428;3 класса церковно-приходского училища
3429;высшее (Иркутский ун-т)
3430;высшее (Высшее коммерческое училище, г. Мангейм, Германия)
3431;4 класса высшего начального училища
3432;полный курс гимназии
3433;2 курса юридического ф-та Томского ун-та
3434;3 курса Томского ун-та
3435;6 классов высшего начального училища
3436;высшее начальное училище (г. Петропавловск-Камчатский)
3437;духовная семинария и 3 курса Харьковского ун-та
3438;рабфак Саратовского ун-та
3439;2-классное городское училище и курсы бухгалтеров
3440;3 класса высшего начального училища
3441;4 класса начальной школы
3442;1 класс сельской школы
3443;высшее лесотехническое
3444;высшее начальное городское училище
3445;Морское училище, Морской корпус (штурман дальнего плавания)
3446;коммерческое училище (г. Харбин)
3447;2-классное сельское училище
3448;высшее (Восточный институт, г. Владивосток)
3449;3 группы строительных курсов
3450;"грамотен по-корейски, неграмотен по-русски".
3451;"грамотен по корейски, неграмотен по русски"
3452;среднее специальное (морской техникум, г. Владивосток)
3453;3 класса народной школы и курсы мастеров-планировщиков
3454;высшее зоотехническое
3455;6 классов английской школы
3456;среднее специальное (коммерческое училище, г. Омск)
3457;реальное училище (г. Хабаровск)
3458;ликбез
3459;педагогические курсы
3460;высшее (Донской институт водного хозяйства и мелиорации)
3461;в объеме среднего
3462;реальное и мореходное училище (штурман малого плавания)
3463;"грамотен по-китайски, неграмотен по-русски"
3464;высшее (Театрально-музыкальный институт, г. Киев)
3465;4-классное техническое
3466;7 классов и совпартшкола
3467;3 класса сельской школы и совпартшкола
3468;высшее (Московский институт народного хоз-ва)
3469;гимназия и музыкальный техникум
3470;2-классная городская школа
3471;высшее юридическое (Московский университет)
3472;4 класса высшего начального училища и педагогические курсы
3473;гимназия и курсы радиотелеграфистов
3474;уездное училище
3475;высшее начальное училище и педагогические курсы
3476;среднее (Московская земледельческая школа)
3477;7 классов фабзауча и 1 курс ин-та кинематографии (г.Москва)
3478;6 классов, бухгалтерские курсы
3479;высшее юридическое (Петербургский ун-т)
3480;2 класса сельской школы и курсы директоров рыбокомбинатов
3481;4 класса среднего немецкого училища (г. Петроград)
3482;гимназия и математический ф-т университета
3483;высшее начальное училище, педагогические курсы
3484;среднее мореходное
3485;4 класса японо-корейской школы
3486;3-классное городское училище и 2-классное ж/д. училище
3487;5 классов японо-корейской школы
3488;5 классов высшего начального городского училища
3489;среднее и спецкурсы штурманского дела
3490;военно-морское училище береговой обороны
3491;высшее начальное городское училище и ружейная школа (г. Ижевск)
3492;школа радиоспециалистов
3493;домашнее духовное
3494;10 классов средней школы
3495;5 классов реального училище (г. Ростов)
3496;4 класса заводской школы (г. Ленинград)
3497;высшее (Московский коммерческий институт)
3498;сельская и артиллерийская школы
3499;незаконченное среднее педагогическое
3500;3 курса учительской семинарии
3501;начальная и стационарная школы
3502;курс гимназии, авиашкола
3503;пограншкола ОГПУ
3504;Ленинградский рабфак
3505;6 классов реального училища, морское училище (г. Рига)
3506;высшие экономические курсы при Минском университете
3507;4 группы школы 1-й ступени
3508;4 класса гимназии и морской техникум
3509;Казанская духовная семинария
3510;3 класса реального училища
3511;2 курса пед. техникума
3512;Церковно-приходская школа и 3 класса высшего начального училища
3513;высшее городское училище
3514;учительская школа
3515;высшее начальное училище, педкурсы и правовая школа
3516;2, 5 года рабфака
3517;6 классов городского училища и педагогические курсы
3518;4 класса финской школы
3519;3 класса японо-корейской школы
3520;рыбный техникум
3521;средняя школа и 3 курса рабфака
3522;учительская семинария (г.Владивосток)
3523;3 класса корейской школы
3524;5 классов китайской школы
3525;незаконченное среднее, курсы товароведов
3526;начальная школа, курсы директоров рыбокомбинатов
3527;3 класса духовного училища
3528;5 классов гимназии и 2 курса ин-та народного хоз-ва
3529;школа для малограмотных при Владивостокском военкомате
3530;7 классов сельской школы
3531;лесной техникум
3532;незаконченное среднее специальное (профиль неизвестен)
3533;среднее специальное (профиль неизвестен)
3534;высшее (профиль неизвестен)
3535;2 класса нач школы
3536;7 классов (неполное среднее)
3537;высшее богословское
3538;4 групп реального уч
3539;5 групп реального уч
3540;специальное училище
3541;3 летнее реальное училище
3542;рабфак
3543;высшее, Киевская духовная академия
3544;начальное, малограмотный
3545;Харьковское артиллерийское училище (закончил в звании младшего лейтенанта)
3546;военное училище в г.Свердловске
3547;торговая школа
3548;2 класса рабфака
3549;3 курса педучилища
3550;2-й курс мединститута
3551;высшее (комвуз)
3552;незаконченное специальное
3553;юридические курсы
3554;1 год училища
3555;2 курса пединститута
3556;6 классов училища
3557;профтехшкола
3558;Владимирское военное училище
3559;Казанское военное училище
3560;школа рабочей молодёжи
3561;Смольный институт благородных девиц
3562;оружейная школа
3563;Киевский университет
3564;2 класса земской школы
3565;3-го дичное городское училище
3566;Омский художественно-педагогический техникум
3567;Тобольская духовная семинария
3568;приходское училище
3569;6 классов ж.-д. школы
3570;4 класса и 3-месячные курсы агротехники
3571;грамотный по-фински
3572;Сибирский кадетский корпус
3573;2 курса историко-архивного института
3574;Омский кадетский корпус
3575;Рижский политехнический институт
3576;оружейная техническая школа
3577;Бахмутское горное училище
3578;городское 4-классное училище
3579;пехотное училище
3580;военная школа
3581;4 группы школы в Финляндии
3582;6 классов общеобразовательной и 4 класса художественной школы
3583;6 классов и школа ФЗУ
3584;5-классное городское училище
3585;2 курса водного техникума
3586;городское ж.-д. училище
3587;высшее (Петербургский университет)
3588;класс сельской школы
3589;лесной институт
3590;грамотный по-казахски
3591;Академия генштаба
3592;землеустроительное училище
3593;институт восточных языков и Харбинское коммерческое училище
3594;высшие землеустроительные курсы
3595;курс торговой школы
3596;землемерное училище в Омске
3597;6 классов в Финляндии
3598;5 классов епархиального училища
3599;4 класса мужской гимназии
3600;4 класса , курсы мед. фельдшеров
3601;высшее (Одесский сельхозинститут)
3602;уездное училище и 6 классов реального училища
3603;высшее (институт инженеров путей сообщения)
3604;3 курса рабфака
3605;общее торговое училище
3606;высшее инженерное училище
3607;московский техникум
3608;торговая школа, землемерные курсы
3609;6 групп и музыкальная школа
3610;Томский фармацевтический техникум
3611;высшее, Ленинградская лесотехническая академия (1927 г.)
3612;Московское реальное училище
3613;2 курса техникума землеустройства
3614;художественное училище
3615;железнодорожное училище
3616;Петроградский кадетский корпус
3617;4 курса университета
3618;мединститут
3619;сельхозучилище
3620;Московский сельхозинститут
3621;курс духовной семинарии
3622;кадетский корпус в Австрии, технический институт
3623;коммерческая академия
3624;сельхозшкола
3625;гимназия и высшая агрономическая школа
3626;6 классов гимназии и юнкерское училище
3627;2 класса уездного училища
3628;Орловская духовная семинария
3629;академия Генерального штаба
3630;ветфельдшерская школа
3631;3 класса церковно-учительской школы
3632;6 классов кадетского корпуса
3633;Московский университет
3634;3 класса приходского училища
3635;Московский учительский институт
